,CustomerID,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
4826,16421,Natasha,Diaz,"2, rue de Maubeuge",Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0116,1963-10-10,High School,Manual,1,0,1,1,3,3,11467,61,0
4827,16422,Kurt,Xu,Welt Platz 6,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0111,1963-03-27,High School,Manual,0,0,1,1,3,3,25539,91,1
4828,16423,Sergio,Madan,"71, rue Faubourg St Antoine",Les Ulis,Essonne,France,91940,1 (11) 500 555-0182,1933-05-23,High School,Manual,0,0,1,2,0,4,16941,53,0
4829,16424,Brandi,Diaz,"1001, rue des Bouchers",Paris,Seine (Paris),France,75012,1 (11) 500 555-0189,1966-07-18,Bachelors ,Professional,1,1,0,0,0,0,61228,46,0
4830,16425,Lisa,Lu,"70, rue Georges-Clémenceau",Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0196,1966-02-15,Bachelors ,Professional,1,1,1,0,0,0,54471,48,0
4831,16426,Jorge,Ye,"8, avenue de l´ Union Centrale",Saint Ouen,Somme,France,80610,1 (11) 500 555-0111,1966-07-11,Bachelors ,Professional,0,1,1,0,0,0,61394,79,0
4832,16427,Kendra,Alonso,6886 Berry Dr.,Watford,England,United Kingdom,WA3,1 (11) 500 555-0116,1966-03-15,Graduate Degree,Skilled Manual,1,0,1,0,0,0,78764,47,1
4833,16428,Ryan,Ross,1088 Ash Lane,Bury,England,United Kingdom,PE17,1 (11) 500 555-0110,1963-03-28,High School,Manual,0,0,1,1,4,4,15195,98,1
4834,16429,Jaclyn,Luo,Königstr 426,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0162,1962-10-16,Partial College,Clerical,1,1,1,1,0,1,49666,46,0
4835,16431,Jermaine,Rodriguez,"5151, rue Saint-Lazare",Paris,Seine (Paris),France,75010,1 (11) 500 555-0189,1965-09-03,Partial College,Clerical,0,0,1,1,2,2,45632,90,1
4836,16432,John,Garcia,"2, avenue de la Gare",Chatou,Yveline,France,78400,1 (11) 500 555-0118,1964-08-08,Partial College,Clerical,0,0,1,2,2,2,54299,94,1
4837,16433,Mathew,Dominguez,"11, place de la République",Paris,Seine (Paris),France,75016,1 (11) 500 555-0171,1964-05-27,Partial College,Clerical,0,1,0,2,2,2,47061,94,1
4838,16434,Taylor,Bailey,Postfach 66 07 00,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0127,1964-10-04,Bachelors ,Skilled Manual,1,1,1,0,0,1,51870,51,0
4839,16435,Steven,Cooper,7349 Macalven Dr.,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0187,1964-07-09,Bachelors ,Skilled Manual,0,1,1,0,0,1,72870,84,0
4840,16436,Ethan,Henderson,"534, rue Mazagran",Roubaix,Nord,France,59100,1 (11) 500 555-0176,1963-08-15,Partial College,Clerical,0,0,1,3,2,2,62738,99,1
4841,16437,Jésus,Gutierrez,5284 Dumbarton Dr.,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0112,1977-10-24,High School,Manual,0,0,0,1,0,0,25596,60,0
4842,16439,Dawn,Deng,"1, rue de Fontfroide",Paris,Seine (Paris),France,75003,1 (11) 500 555-0194,1979-10-26,High School,Manual,1,0,1,2,4,4,18016,65,1
4843,16440,Jimmy,Martin,"34, rue Philibert-Delorme",Paris,Seine (Paris),France,75016,1 (11) 500 555-0151,1979-12-04,High School,Manual,0,0,1,2,4,4,16626,93,0
4844,16441,Jason,Young,Reiherweg 54,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0171,1979-03-12,High School,Manual,0,1,0,2,5,5,24178,118,0
4845,16442,Luke,Gonzalez,Winterfeldtstr 2529,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0167,1979-08-27,Partial College,Clerical,0,0,1,1,3,3,48259,96,1
4846,16443,Dawn,Gao,3930 Sony Hill Circle,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0144,1979-03-08,Partial College,Clerical,1,0,1,2,3,3,44099,61,1
4847,16444,Erika,Carlson,6275 Bel Air Drive,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0137,1963-10-23,Bachelors ,Skilled Manual,1,1,1,0,0,1,42856,50,0
4848,16445,Caitlin,Ward,3296 Tri-state Ave,Bury,England,United Kingdom,PE17,1 (11) 500 555-0188,1962-06-13,Partial College,Clerical,1,0,1,1,0,1,55331,43,0
4849,16447,Kate,Becker,9032 Santa Fe,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0141,1962-12-09,Bachelors ,Skilled Manual,1,1,1,1,0,1,46838,45,0
4850,16448,Cheryl,Martin,Haberstr 328,Kiel,Saarland,Germany,24044,1 (11) 500 555-0143,1962-02-02,Bachelors ,Skilled Manual,1,1,1,1,0,1,45440,49,0
4851,16449,Casey,Browning,2599 Vine Hill Way,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0178,1978-02-14,Partial College,Clerical,0,0,1,2,4,4,52994,104,1
4852,16450,Rebekah,Gutierrez,9529 Oonegal Court,Lille,Nord,France,59000,1 (11) 500 555-0128,1977-08-15,Partial College,Clerical,1,0,1,2,5,5,56897,79,1
4853,16451,Karl,Stone,Berliner Platz 1,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0174,1977-09-05,Partial College,Clerical,0,0,0,1,0,0,60047,64,0
4854,16452,Cassie,Luo,9428 Mehaffey Way,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0196,1977-11-21,Partial College,Clerical,1,0,0,1,0,0,48837,44,0
4855,16453,Mayra,Chandra,8614 Lagoon Court,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0133,1977-04-09,Partial College,Clerical,1,0,0,1,0,0,56043,44,0
4856,16454,Marco,Suri,8510 G St.,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0165,1977-06-05,Partial College,Clerical,0,1,0,1,0,0,47951,67,0
4857,16455,Deb,Moreno,"99, rue du Départ",Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0144,1911-08-13,High School,Manual,1,1,0,2,0,4,10196,22,0
4858,16456,Larry,Navarro,Kapellstr 4924,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0117,1975-07-13,High School,Manual,0,0,0,1,0,0,18906,59,0
4859,16457,Kathleen,Martin,Lindenalle 1854,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0188,1976-02-19,Partial High School,Manual,1,0,0,1,0,0,22248,35,0
4860,16458,Michele,Ruiz,Pascalstr 24,Hamburg,Hessen,Germany,22001,1 (11) 500 555-0158,1976-12-19,Partial College,Clerical,1,0,0,1,0,0,53604,45,0
4861,16460,Jodi,Xu,6594 Bent Tree Lane,York,England,United Kingdom,Y024 1GF,1 (11) 500 555-0139,1976-11-17,Partial College,Clerical,1,0,0,1,0,0,43093,48,0
4862,16461,Rosa,Wu,939 Vista Del Diablo,York,England,United Kingdom,YO15,1 (11) 500 555-0155,1976-02-06,Partial College,Clerical,1,0,0,1,0,0,48322,42,0
4863,16462,Marissa,Gonzales,Höhenstr 9449,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0147,1975-04-17,Partial High School,Manual,1,0,0,1,0,0,31840,38,1
4864,16463,Anna,Murphy,Kappellweg 613,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0182,1975-10-22,Partial High School,Manual,1,0,0,1,0,0,19439,45,0
4865,16464,Alan,Liu,6885 Auburn,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0111,1974-05-18,Partial High School,Manual,0,0,1,2,0,0,32831,68,0
4866,16465,Kara,Goel,4511 L St.,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0143,1974-11-01,Partial High School,Manual,1,0,0,2,0,0,15098,36,0
4867,16466,Alisha,Kumar,Heiderweg 4983,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0112,1974-06-15,Partial High School,Manual,1,0,0,2,0,0,18080,40,0
4868,16467,Ronald,Srini,8459 Leed Court West,Lancaster,England,United Kingdom,LA1 1LN,1 (11) 500 555-0159,1974-09-08,Partial High School,Manual,0,0,1,2,0,0,21912,60,0
4869,16468,Orlando,Dominguez,"95, avenue de l´ Union Centrale",Paris,Seine (Paris),France,75009,1 (11) 500 555-0169,1975-11-18,Partial College,Clerical,0,0,1,1,0,0,44264,64,0
4870,16469,Michele,Tang,"70, place du Tertre",Roncq,Nord,France,59223,1 (11) 500 555-0161,1975-11-19,Partial College,Clerical,1,0,1,1,0,0,48304,47,0
4871,16470,Wesley,Guo,9353 Kirkwood Dr.,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0164,1975-11-09,Bachelors ,Skilled Manual,0,1,1,0,1,1,71043,89,0
4872,16471,Vanessa,Hayes,"84, avenue des Ternes",Chatou,Yveline,France,78400,1 (11) 500 555-0118,1913-08-17,High School,Manual,1,1,0,2,0,4,15756,25,0
4873,16472,Olivia,Robinson,"32, rue Lafayette",Paris,Seine (Paris),France,75007,1 (11) 500 555-0130,1974-03-14,Partial High School,Manual,1,0,0,2,0,0,29322,39,0
4874,16473,Dawn,Andersen,Nonnendamm 19,Berlin,Hamburg,Germany,10210,1 (11) 500 555-0181,1973-03-03,Partial High School,Manual,1,0,0,2,0,0,26354,44,1
4875,16474,Jay,Serrano,Alte Landstr 414,Kassel,Hessen,Germany,34117,1 (11) 500 555-0173,1973-04-21,Partial High School,Manual,0,1,0,2,0,0,16454,61,0
4876,16476,Shawn,Xie,"5, avenue de Norvege",Paris,Seine (Paris),France,75012,1 (11) 500 555-0145,1973-12-11,Partial College,Clerical,0,0,0,1,0,0,42773,67,0
4877,16477,Anna,Gonzales,4657 Roundhouse Place,Bremerton,Washington,United States,98312,101-555-0173,1977-05-04,Partial High School,Clerical,1,0,0,2,0,0,33538,43,1
4878,16478,Adrian,Gray,1502 Marion Ct.,Oakland,California,United States,94611,379-555-0152,1977-01-21,Partial College,Skilled Manual,0,0,0,2,0,0,79586,71,1
4879,16479,Victoria,Brooks,6313 Collins Drive,Shawnee,British Columbia,Canada,V9B 5T2,127-555-0139,1976-05-09,Partial College,Skilled Manual,1,0,1,2,0,0,71121,49,0
4880,16481,Madison,Bryant,4008 Tosca Way,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0114,1949-06-17,Partial High School,Clerical,1,0,1,2,1,2,23524,47,0
4881,16482,Tabitha,Arthur,6992 Mt. View Drive,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0169,1950-05-15,Partial College,Clerical,1,1,0,2,0,3,49168,51,0
4882,16483,Warren,Jai,9276 Blackwood Drive,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0119,1950-10-17,Bachelors ,Management,0,1,1,2,0,2,65735,72,0
4883,16484,Dustin,Lal,3193 Mehaffey Way,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0119,1950-02-07,Partial College,Clerical,0,1,0,2,0,2,50643,66,0
4884,16485,Ian,Foster,1008 Lydia Lane,Burbank,California,United States,91502,924-555-0118,1980-04-23,Partial High School,Clerical,0,0,1,2,0,0,45318,63,1
4885,16486,Rachael,Madan,8193 Scenic Ct.,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0131,1951-05-16,High School,Skilled Manual,1,1,0,2,0,3,40852,40,0
4886,16487,Brianna,Griffin,8144 Ryan Court,Melton,Victoria,Australia,3337,1 (11) 500 555-0118,1951-05-17,High School,Skilled Manual,1,0,1,2,0,3,43417,43,0
4887,16488,Joel,Rodriguez,7059 Garrow Dr.,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0113,1951-04-28,High School,Skilled Manual,0,1,1,2,0,3,47380,63,0
4888,16490,Megan,Robinson,6003 San Vincente Drive,San Gabriel,California,United States,91776,506-555-0188,1980-05-17,Partial College,Skilled Manual,1,1,1,2,0,0,67325,47,0
4889,16492,Theodore,Sanz,4682 Birch Bark Rd.,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0186,1952-03-24,Partial College,Clerical,0,1,0,2,0,2,62367,74,0
4890,16493,Brenda,Fernandez,6908 Laguna Circle,Seaford,Victoria,Australia,3198,1 (11) 500 555-0111,1953-11-05,Partial College,Skilled Manual,1,1,1,2,0,3,49976,49,0
4891,16494,Jordyn,Simmons,1915 Standing Grove Dr.,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0126,1954-11-25,Partial College,Skilled Manual,1,0,0,2,0,2,92586,47,0
4892,16495,Monique,Ramos,3207 Mario Way,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0111,1954-08-08,Partial College,Skilled Manual,1,0,0,2,0,2,90839,50,0
4893,16497,Julia,Peterson,7089 Monti Circle,Sooke,British Columbia,Canada,V0,391-555-0176,1975-07-07,Partial College,Skilled Manual,1,0,1,2,0,0,44965,37,0
4894,16498,Hunter,Jones,9353 Kirkwood Dr.,Issaquah,Washington,United States,98027,812-555-0171,1975-11-09,Partial College,Skilled Manual,0,0,1,2,0,0,59540,67,0
4895,16499,Danielle,Kelly,3840 Gold Crest Ct,Lynnwood,Washington,United States,98036,808-555-0114,1975-10-17,High School,Skilled Manual,1,0,1,2,0,0,49901,46,0
4896,16500,Chloe,Perry,9196 Landana Dr.,Renton,Washington,United States,98055,393-555-0113,1975-02-20,High School,Skilled Manual,1,0,0,2,0,0,54883,42,0
4897,16501,Vanessa,Wood,962 Gonzalez Court,Seattle,Washington,United States,98104,737-555-0151,1975-07-27,High School,Skilled Manual,1,0,1,2,0,0,44644,41,0
4898,16502,Jackson,Parker,5018 Bloching Circle,Woodburn,Oregon,United States,97071,361-555-0129,1975-02-13,High School,Skilled Manual,0,0,1,2,0,0,53577,68,1
4899,16503,Christian,Anderson,6019 Ironwood Way,Mill Valley,California,United States,94941,367-555-0132,1975-03-02,Partial College,Skilled Manual,0,1,1,2,0,0,97410,77,0
4900,16504,Justin,Russell,1687 Rose Drive,San Diego,California,United States,92102,455-555-0186,1974-08-05,High School,Skilled Manual,0,0,0,2,0,0,48806,67,0
4901,16505,Erin,Gray,8801 Lee Lane,Fremont,California,United States,94536,131-555-0192,1974-08-07,High School,Skilled Manual,1,0,1,2,0,0,47284,39,1
4902,16506,Catherine,Murphy,2399 Stafford Ave,Metchosin,British Columbia,Canada,V9,399-555-0117,1973-12-13,Partial College,Skilled Manual,1,1,1,2,0,0,84782,51,0
4903,16507,Tracy,Nath,"40, rue de Terre Neuve",Orleans,Loiret,France,45000,1 (11) 500 555-0186,1939-11-19,Bachelors ,Clerical,1,1,1,1,0,2,35209,41,0
4904,16508,Brent,Zhu,"8, rue des Vendangeurs",Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0151,1939-08-14,Bachelors ,Clerical,0,1,1,1,0,2,38460,57,0
4905,16509,Veronica,Sai,3061 Arcadia Pl.,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0158,1941-05-02,Bachelors ,Clerical,1,1,1,0,0,1,38727,39,0
4906,16511,Joe,Raman,3870 Gonzalez Court,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0169,1942-06-20,Bachelors ,Clerical,0,1,1,0,0,1,50593,69,0
4907,16512,Ricardo,Sharma,7765 Sunsine Drive,York,England,United Kingdom,YO15,1 (11) 500 555-0115,1942-04-07,Graduate Degree,Clerical,0,0,1,0,0,1,88644,64,0
4908,16513,Ronnie,Wagner,"49, rue Royale",Lieusaint,Seine et Marne,France,77127,1 (11) 500 555-0152,1943-05-14,Partial College,Manual,0,0,1,1,0,3,16260,51,0
4909,16515,Troy,Sai,458 Union St,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0126,1980-02-04,Partial College,Manual,0,1,0,1,0,0,22739,55,0
4910,16516,Melvin,She,2551 Damascus Loop,Townsville,Queensland,Australia,4810,1 (11) 500 555-0113,1980-07-27,Bachelors ,Clerical,0,1,1,0,0,0,25775,63,0
4911,16517,Katrina,Raji,3196 Peachwillow,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0113,1976-03-19,High School,Manual,1,1,1,0,1,1,10888,51,0
4912,16518,Krystal,Holt,6119 Grasswood Circle,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0163,1976-06-19,High School,Manual,1,0,0,0,1,1,16916,41,0
4913,16519,Yolanda,Chander,4409 North Ranchford,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0143,1976-08-14,High School,Manual,1,0,0,0,1,1,19417,46,0
4914,16520,Misty,Raji,3511 B Eagle Peak Rd.,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0195,1976-10-23,High School,Manual,1,1,1,0,1,1,15242,43,1
4915,16521,Tonya,She,8534 Willow Pass Road,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0172,1979-08-11,High School,Manual,1,0,0,0,1,1,23777,47,0
4916,16522,Casey,Pal,2190 Rock Creek Way,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0137,1979-07-05,High School,Manual,1,1,1,0,1,1,23933,53,0
4917,16523,Sandra,Huang,6513 Beauer Lane,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0173,1979-01-11,Bachelors ,Clerical,1,1,1,0,0,0,17500,46,0
4918,16524,Damien,Huang,5484 Viking Dr,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0114,1979-07-24,Bachelors ,Clerical,0,1,1,0,0,0,48089,66,0
4919,16525,Martha,Liang,2987 Wiget Lane,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0131,1978-05-25,Bachelors ,Clerical,1,1,0,0,0,0,27891,45,0
4920,16526,Arthur,Perez,5972 Donegal Court,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0111,1978-10-25,Bachelors ,Clerical,0,0,1,0,0,0,37487,62,0
4921,16527,Cory,Arun,5455 Grenola Dr,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0118,1978-06-20,Bachelors ,Clerical,0,0,1,0,0,0,37400,61,0
4922,16528,Dominique,Garcia,2020 Bell Dr.,Melton,Victoria,Australia,3337,1 (11) 500 555-0163,1978-08-25,Bachelors ,Clerical,1,0,1,0,0,0,33226,40,1
4923,16529,Jonathon,Gutierrez,3571 N St.,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0161,1977-07-28,Bachelors ,Clerical,0,1,1,0,0,0,59104,71,0
4924,16530,Priscilla,Chander,6140 Scenic Drive,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0114,1943-10-18,Bachelors ,Clerical,1,1,1,0,0,1,61826,47,0
4925,16531,Lacey,Gao,621 Brandywine Way,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0118,1943-06-25,Bachelors ,Clerical,1,0,1,0,0,1,54295,42,1
4926,16532,Tommy,Sharma,"740, allée des Princes",Cergy,Val d'Oise,France,95000,1 (11) 500 555-0151,1961-06-24,Partial College,Manual,0,0,0,0,1,1,18002,65,1
4927,16533,Kristen,Cai,"7, place Beaubernard",Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0143,1961-05-24,Partial College,Manual,1,1,1,0,1,1,12099,47,0
4928,16534,Claudia,Holt,Im Himmelsweg 27,München,Hessen,Germany,80074,1 (11) 500 555-0156,1961-02-05,Graduate Degree,Clerical,1,1,1,0,0,4,61398,51,0
4929,16535,Colin,Chen,"5, avenue de la Gare",Paris,Seine (Paris),France,75013,1 (11) 500 555-0119,1960-05-12,High School,Manual,0,0,0,1,1,1,27921,73,0
4930,16536,Meghan,Jimenez,"10257, avenue de l´Europe",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0140,1960-07-22,High School,Manual,1,0,0,1,1,1,21379,45,0
4931,16537,Arthur,Dominguez,Winter der Böck 2441,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0115,1960-10-13,Partial College,Manual,0,0,0,0,1,1,19588,72,1
4932,16538,Stacey,Liang,Krönerweg 9229,Frankfurt am Main,Hamburg,Germany,60355,1 (11) 500 555-0145,1960-01-13,Partial College,Manual,1,0,0,0,1,1,14926,47,0
4933,16539,Christy,Li,Pascalstr 1,Hof,Bayern,Germany,95010,1 (11) 500 555-0170,1960-01-11,Partial College,Manual,1,0,0,0,1,1,13180,46,0
4934,16540,Theodore,Browning,Heidestieg Straße 2664,Salzgitter,Hessen,Germany,38231,1 (11) 500 555-0196,1960-09-15,Partial College,Manual,0,1,1,0,1,1,30362,76,1
4935,16541,Micah,Hu,3504 Tossing Way,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0176,1960-12-28,Partial College,Manual,0,0,0,0,1,1,33055,74,0
4936,16542,Jésus,Ortega,1217 Mariposa,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0125,1960-06-09,Partial College,Manual,0,1,1,0,1,1,20933,75,0
4937,16543,Jenny,McDonald,8992 E. 32nd St.,London,England,United Kingdom,W1Y 3RA,1 (11) 500 555-0113,1960-06-10,Partial College,Manual,1,1,1,0,1,1,26395,49,0
4938,16545,Alicia,Pal,"882, rue Villedo",Paris,Seine (Paris),France,75013,1 (11) 500 555-0162,1959-01-12,High School,Manual,1,1,1,1,1,1,23323,52,0
4939,16546,Terrance,Jordan,112 Kathleen Drive,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0145,1959-08-28,Partial College,Manual,0,1,1,1,0,2,27445,69,0
4940,16547,Jake,Yang,"331, boulevard Tremblay",Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0130,1958-02-15,Partial College,Manual,0,1,1,1,0,2,16369,63,0
4941,16548,Darren,Rubio,"84, rue Philibert-Delorme",Roncq,Nord,France,59223,1 (11) 500 555-0116,1960-07-14,Bachelors ,Clerical,0,1,1,0,0,3,69860,79,1
4942,16549,Linda,Moreno,Hans-Rosenthal-Platz 0841,Berlin,Hessen,Germany,12171,1 (11) 500 555-0194,1959-08-06,Bachelors ,Clerical,1,0,1,0,0,3,49481,50,0
4943,16550,Frederick,Madan,4812 Kipling Court,West Sussex,England,United Kingdom,RH15 9UD,1 (11) 500 555-0111,1959-02-22,Bachelors ,Clerical,0,1,1,0,0,0,55295,72,0
4944,16551,Christy,Shan,"27, place de Brazaville",Roubaix,Nord,France,59100,1 (11) 500 555-0147,1959-11-14,Bachelors ,Clerical,1,0,1,0,0,0,53382,43,1
4945,16552,Joe,Sanchez,Zollstr 6666,Leipzig,Nordrhein-Westfalen,Germany,4139,1 (11) 500 555-0134,1959-07-10,Bachelors ,Clerical,0,1,1,0,0,0,60102,77,0
4946,16553,Gabriella,Roberts,8170 Money Dr.,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0153,1959-03-05,Graduate Degree,Clerical,1,1,1,0,0,3,65525,54,0
4947,16554,Casey,Chander,1481 Marina Blvd.,Warrington,England,United Kingdom,WA3 7BH,1 (11) 500 555-0198,1958-08-17,Bachelors ,Clerical,1,0,1,0,0,1,49567,42,0
4948,16555,Mathew,Vazquez,"48bis, boulevard du Montparnasse",Les Ulis,Essonne,France,91940,1 (11) 500 555-0119,1970-06-21,High School,Manual,0,1,1,1,1,1,21224,80,0
4949,16556,Angelica,Butler,Heidestieg Straße 8664,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0121,1970-01-06,Partial College,Manual,1,0,0,1,0,0,28554,40,0
4950,16557,Derek,Chander,"80, avenue des Champs-Elysées",Paris,Seine (Paris),France,75008,1 (11) 500 555-0190,1970-04-17,Partial College,Manual,0,0,1,1,0,0,21886,59,0
4951,16558,Preston,Sara,Waldstr 21,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0115,1970-04-17,Partial College,Manual,0,0,0,1,0,0,21256,61,0
4952,16560,Kelvin,Sun,"387, rue des Berges",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0167,1970-10-14,Bachelors ,Clerical,0,0,1,0,0,0,82158,73,1
4953,16561,Kurt,Yuan,8869 C Olivera Rd,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0151,1970-12-06,Bachelors ,Clerical,0,1,1,0,0,0,62003,78,0
4954,16564,Susan,Wu,5097 Waterfall Way,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0114,1969-08-07,Partial College,Manual,1,0,1,1,0,0,28111,44,0
4955,16565,Corey,Anand,Zur Lindung 199,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0145,1969-04-08,Graduate Degree,Clerical,0,1,1,0,0,0,82192,80,0
4956,16566,Ashlee,Shen,"51, impasse Ste-Madeleine",Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0155,1969-01-22,Graduate Degree,Clerical,1,0,1,0,0,0,56615,51,0
4957,16567,Erick,Lopez,Erftplatz 6,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0188,1969-09-10,Graduate Degree,Skilled Manual,0,0,1,0,0,0,68077,68,1
4958,16568,Caroline,Coleman,Kulmer Straße 2,Kassel,Hessen,Germany,34117,1 (11) 500 555-0189,1922-02-13,Graduate Degree,Clerical,1,1,1,0,0,1,60432,41,0
4959,16569,Colleen,Li,"40, rue Lauriston",Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0171,1952-09-12,Partial College,Manual,1,0,1,2,0,3,21058,45,0
4960,16570,Julie,She,"7, place Beaubernard",Versailles,Yveline,France,78000,1 (11) 500 555-0163,1952-03-20,Partial College,Manual,1,1,1,1,0,2,27920,41,0
4961,16571,Audrey,Torres,9883 Sierra Rd,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0131,1951-09-09,Partial College,Manual,1,1,1,1,0,2,23909,41,0
4962,16573,Ruben,Dominguez,8859 Reliz Valley Road,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0126,1968-02-10,Partial College,Manual,0,0,0,0,1,1,11846,67,0
4963,16575,Veronica,Vance,6807 Snowberry Court,Milton Keynes,England,United Kingdom,MK8 8DF,1 (11) 500 555-0112,1944-09-03,Graduate Degree,Management,1,0,0,2,4,4,150352,89,0
4964,16576,Corey,Beck,"9, rue Léo Delibes",Metz,Moselle,France,57000,1 (11) 500 555-0114,1946-10-12,Partial College,Professional,0,0,1,2,0,5,118135,76,0
4965,16577,Leah,Chen,"1234, rue des Pyrenees",Paris La Defense,Hauts de Seine,France,92081,1 (11) 500 555-0149,1946-04-03,Partial College,Professional,1,0,0,2,0,5,97143,43,1
4966,16578,Stefanie,Weber,Auf der Krone 4553,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0146,1946-12-05,Bachelors ,Management,1,0,1,4,3,3,103496,79,0
4967,16579,Zachary,Davis,4008 Charlotte Court,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0161,1953-06-20,High School,Professional,0,1,1,1,3,4,101799,123,1
4968,16580,Dawn,Chen,"184, rue de Varenne",Metz,Moselle,France,57000,1 (11) 500 555-0121,1954-07-04,High School,Professional,1,1,0,2,4,4,80307,84,0
4969,16583,Justin,Martinez,Alderstr 8229,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0185,1954-05-05,High School,Professional,0,1,1,3,4,4,112196,143,0
4970,16587,Zachary,Martinez,Herzogstr 4662,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0190,1953-09-11,Bachelors ,Management,0,1,1,2,5,5,158042,167,0
4971,16588,Andre,Martinez,5598 Mt. Palomar Pl.,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0154,1953-04-03,Partial College,Professional,0,1,1,2,5,5,164262,169,1
4972,16589,Martin,Suri,5425 Highland Circle,Maidenhead,England,United Kingdom,SL67RJ,1 (11) 500 555-0111,1953-04-10,Partial College,Professional,0,1,1,2,5,5,159044,167,1
